state,year,spirits,unemp,income,emppop,beertax,baptist,mormon,drinkage,dry,youngdrivers,miles,breath,jail,service,fatal,nfatal,sfatal,fatal1517,nfatal1517,fatal1820,nfatal1820,fatal2124,nfatal2124,afatal,pop,pop1517,pop1820,pop2124,milestot,unempus,emppopus,gsp
ia,1982,1.25,8.5,12968.9736328125,60.02779006958008,.3758949935436249,.4666100144386292,.3282999992370605,19,0,.2163989990949631,6653.26318359375,no,no,no,480,87,61,52,6,59,19,66,21,219.2799987792969,2906994.5,144000.046875,159388.625,215999.6875,19341,9.699999809265137,57.79999923706055,-.0895124301314354
ia,1983,1.230000019073486,8.100000381469727,12573.39453125,60.44465255737305,.3612385392189026,.5039700269699097,.3434000015258789,19,0,.2043229937553406,6770.3076171875,yes,no,no,514,123,72,42,10,77,36,75,32,211.5599975585938,2904004,137999.921875,155393.765625,211999.75,19661,9.600000381469727,57.90000152587891,-.0511713586747646
ia,1984,1.159999966621399,7,13203.296875,60.74073791503906,.3461538553237915,.5443199872970581,.3592000007629395,19,0,.1930460035800934,7060.63037109375,yes,no,no,420,100,61,32,7,62,29,56,22,168.6900024414063,2902998.5,132999.71875,151499.046875,207000.3125,20497,7.5,59.50000381469727,.067845031619072
ia,1985,1.100000023841858,8,13351.6953125,60.49325561523438,.3336864411830902,.5878999829292297,.375793993473053,19,0,.184236004948616,7001.03759765625,yes,no,no,474,85,62,37,6,71,21,76,25,182.7510070800781,2884001,128999.8671875,147701.9375,198000.203125,20191,7.199999809265137,60.10000228881836,-.019883481785655
ia,1986,.9800000190734863,7,13812.177734375,62.52336502075195,.3831269443035126,.6349999904632568,.393110990524292,20,0,.1782670021057129,7192.990234375,yes,no,no,441,93,62,49,5,65,25,51,13,146.97900390625,2849997,132000.046875,144000,176999.75,20500,7,60.70000076293945,.0143715273588896
ia,1987,1.039999961853027,5.5,14284,64.03180694580078,.4275000095367432,.6858000159263611,.4112269878387451,21,0,.1725700050592422,7342.25732421875,yes,no,no,491,91,61,42,6,55,16,56,13,186.0899963378906,2834005.75,128000,138000.25,169999.875,20808,6.199999809265137,61.5,-.0128074986860156
ia,1988,.9599999785423279,4.5,14111.6455078125,66.68217468261719,.4849268794059753,.7407000064849854,.4301770031452179,21,0,.1563300043344498,7730.0634765625,yes,no,no,557,106,65,40,8,63,22,73,22,182.0509948730469,2834000,120000.1171875,125999.9921875,174000.09375,21907,5.5,62.30000305175781,.0249414313584566
ks,1982,1.289999961853027,6.300000190734863,14094.2724609375,62.73291778564453,.4840095639228821,3.196599960327148,.4264070093631744,21,0,.2131049931049347,7333.0693359375,no,yes,yes,498,88,55,30,7,56,18,77,24,288.3049926757813,2407995.75,111000.1171875,134654.734375,185000.09375,17658,9.699999809265137,57.79999923706055,-.0154056055471301
ks,1983,1.230000019073486,6.099999904632568,13917.431640625,62.44394683837891,.4651376307010651,3.246099948883057,.4402570128440857,21,0,.2045529931783676,7479.61083984375,no,yes,yes,411,76,45,30,3,59,28,64,16,185.4290008544922,2426998,105999.9453125,131373.015625,182000.1875,18153,9.600000381469727,57.90000152587891,.0094826137647033
ks,1984,1.210000038146973,5.199999809265137,14308.791015625,63.11977386474609,.4457142949104309,3.296299934387207,.4545570015907288,21,0,.195034995675087,7670.8876953125,no,yes,yes,510,96,62,32,6,60,22,68,20,208.6690063476563,2440004.5,102000.15625,128171.28125,176999.90625,18717,7.5,59.50000381469727,.05495385825634
ks,1985,1.220000028610229,5,14631.35546875,65.55184173583984,.4296610355377197,3.347300052642822,.4693210124969482,21,0,.1901810020208359,7867.33349609375,no,yes,yes,486,89,47,29,3,61,20,67,27,231.75,2450004.25,100999.8984375,125047.578125,168999.875,19275,7.199999809265137,60.10000228881836,.0107860453426838
ks,1986,1.139999985694885,5.400000095367432,14977.2958984375,64.40771484375,.4185758531093597,3.399100065231323,.4845649898052216,21,0,.1835090070962906,8100.05322265625,yes,yes,yes,500,110,56,38,7,63,30,59,17,216.0140075683594,2458996.25,107000.0625,122000,156000.046875,19918,7,60.70000076293945,.0250776316970587
ks,1987,1.080000042915344,4.900000095367432,15152,65.77510833740234,.4056000113487244,3.451600074768066,.5003049969673157,21,0,.1793850064277649,8304.130859375,yes,yes,yes,491,112,72,37,10,62,24,66,27,184.4309997558594,2475996.5,104999.984375,118000.8359375,151999.84375,20560.998046875,6.199999809265137,61.5,.0028574934694916
ks,1988,1.080000042915344,4.800000190734863,15167.46875,66.14301300048828,.3903753757476807,3.505000114440918,.5165550112724304,21,0,.1703750044107437,8481.35546875,yes,yes,yes,483,95,63,34,7,59,27,52,14,161.5350036621094,2495002.25,102000.1015625,110000.7421875,152000.125,21161.001953125,5.5,62.30000305175781,.0206855479627848
ky,1982,1.429999947547913,10.60000038146973,11071.5986328125,55.83982467651367,.2159904539585114,24.04109954833984,.300000011920929,21,39.45330047607422,.1952359974384308,6937.4658203125,no,no,no,822,159,100,67,14,113,37,119,33,279.1950073242188,3694000.25,193999.890625,208284.1875,276999.90625,25627,9.699999809265137,57.79999923706055,-.027683861553669
ky,1983,1.379999995231628,11.69999980926514,10913.9912109375,55.22058486938477,.2075687944889069,23.91270065307617,.300000011920929,21,39.24079895019531,.2027149945497513,7194.142578125,no,no,no,778,148,95,73,14,92,35,101,33,262.6080017089844,3713993.75,187000.15625,205142.796875,276999.96875,26719,9.600000381469727,57.90000152587891,.0128026809543371
ky,1984,1.299999952316284,9.300000190734863,11441.7578125,56.90223693847656,.1989010870456696,23.78499984741211,.300000011920929,21,40.35409927368164,.1916410028934479,7513.703125,yes,no,no,754,126,80,55,10,87,21,107,25,236.6719970703125,3720003.25,181000.234375,202048.765625,273999.96875,27951,7.5,59.50000381469727,.0646127387881279
ky,1985,1.279999971389771,9.5,11405.720703125,55.89949035644531,.1917372792959213,23.65789985656738,.300000011920929,21,39.10359954833984,.2026419937610626,7654.33544921875,yes,no,no,712,117,69,61,16,84,18,92,30,203.75,3725993,176999.875,199001.40625,269000.34375,28520,7.199999809265137,60.10000228881836,-.0024901907891035
ky,1986,1.169999957084656,9.300000190734863,11602.68359375,55.5797119140625,.1867904961109161,23.5314998626709,.300000011920929,21,45.79209899902344,.1796299964189529,7859.62060546875,yes,no,no,805,142,108,58,18,89,22,105,34,244.906005859375,3726006.75,182999.9375,196000,246000.15625,29285,7,60.70000076293945,.010347225703299
ky,1987,1.159999966621399,8.800000190734863,12008,55.38739013671875,.1809999942779541,23.40579986572266,.300000011920929,21,45.77980041503906,.1739349961280823,8135.244140625,yes,no,no,844,121,75,80,10,87,17,106,25,255.8509979248047,3726993.25,183000.1875,192002.109375,239999.8125,30320,6.199999809265137,61.5,.0472530797123909
ky,1988,1.159999966621399,7.900000095367432,12340.7119140625,56.57941818237305,.1742059588432312,23.28079986572266,.300000011920929,21,45.77980041503906,.1661220043897629,8482.435546875,yes,no,no,838,107,79,77,9,93,20,106,22,224.8500061035156,3726995.5,177000.109375,178000.65625,245000.03125,31614,5.5,62.30000305175781,.0329400151968002
la,1982,1.840000033378601,10.30000019073486,12213.603515625,53.74718475341797,.8663484454154968,15.26560020446777,.3282859921455383,18,3.454299926757813,.281495988368988,6137.798828125,yes,yes,yes,1091,230,120,58,15,155,49,175,50,378.6090087890625,4383004.5,239999.671875,251680.296875,345000.25,26902,9.699999809265137,57.79999923706055,-.0428277626633644
la,1983,1.759999990463257,11.80000019073486,11994.265625,53.3670539855957,.8325688242912292,15.14980030059814,.3434140086174011,18,3.40910005569458,.2434989959001541,6208.74169921875,no,yes,yes,933,168,95,66,13,117,31,142,37,362.4700012207031,4440996.5,235000.046875,248966.65625,343000.125,27573,9.600000381469727,57.90000152587891,-.0619937852025032
la,1984,1.740000009536743,10,12017.58203125,54.88225936889648,.797802209854126,15.03479957580566,.3592390120029449,18,3.183099985122681,.2816250026226044,7080.9384765625,no,yes,yes,961,222,138,70,19,119,53,152,48,407.5270080566406,4460990.5,227000.015625,246282.265625,338000.09375,31588,7.5,59.50000381469727,.024397099390626
la,1985,1.600000023841858,11.5,11972.4580078125,54.95467376708984,.7690678238868713,14.92070007324219,.375793993473053,18,3.124300003051758,.2028689980506897,7445.87841796875,no,yes,yes,931,194,113,61,8,118,46,134,42,360.6489868164063,4481002.5,221000.078125,243626.8125,329999.6875,33365,7.199999809265137,60.10000228881836,-.0276619233191013
la,1986,1.450000047683716,13.10000038146973,11602.68359375,53.71233367919922,.7492260336875916,14.80749988555908,.393110990524292,18,3.080699920654297,.1960829943418503,7108.68603515625,no,yes,yes,932,181,91,57,12,108,32,141,34,351.9129943847656,4499003,221999.796875,241000,302999.6875,31982,7,60.70000076293945,-.0904825404286385
la,1987,1.399999976158142,12,11515,53.64404296875,.7260000109672546,14.69509983062744,.4112269878387451,20.5,3.106899976730347,.1826959997415543,6859.20751953125,no,yes,yes,827,174,103,58,11,82,24,127,40,303.5750122070313,4461011,214000.03125,230998.921875,290000,30599,6.199999809265137,61.5,-.0609581768512726
la,1988,1.389999985694885,10.89999961853027,11830.6064453125,53.84858322143555,.6987488269805908,14.58360004425049,.4301770031452179,21,3.106899976730347,.1706250011920929,7867.97705078125,no,yes,yes,925,208,131,57,12,108,39,110,34,313.572998046875,4407994.5,203999.828125,208998.5625,295000.28125,34682,5.5,62.30000305175781,.0213793329894543
me,1982,1.970000028610229,8.600000381469727,11442.720703125,55.99051284790039,.8054893016815186,.1000000014901161,.4000000059604645,20,3.345099925994873,.1875829994678497,6733.28564453125,no,yes,no,166,30,24,11,2,26,6,19,4,75.23999786376953,1135998.125,60999.953125,62254.05859375,80000,7649,9.699999809265137,57.79999923706055,.0058755218051374
me,1983,1.990000009536743,9,11795.87109375,57.25995254516602,.7740826010704041,.1000000014901161,.4000000059604645,20,3.406100034713745,.1839610040187836,6920.51708984375,no,yes,no,224,44,31,22,4,30,9,43,11,91.59500122070313,1145001.125,59000.0546875,61682.7265625,81000.03125,7924,9.600000381469727,57.90000152587891,.0623603500425816
me,1984,1.970000028610229,6.099999904632568,12271.4287109375,59.76878356933594,.7417582273483276,.1000000014901161,.4000000059604645,20,3.571190118789673,.17951999604702,8083.908203125,no,yes,no,232,47,39,15,2,39,12,22,9,71.80000305175781,1156000.25,57999.9296875,61116.63671875,80999.9765625,9345,7.5,59.50000381469727,.05904521048069
me,1985,1.830000042915344,5.400000095367432,12609.1103515625,59.77143096923828,.7150424122810364,.1000000014901161,.4000000059604645,20.5,3.350519895553589,.1747480034828186,7969.93408203125,no,yes,no,206,39,28,18,4,31,4,22,8,58.59999847412109,1163999.625,55999.92578125,60555.7421875,80000,9277,7.199999809265137,60.10000228881836,.0366306304931641
me,1986,1.789999961853027,5.300000190734863,13292.0537109375,60.13590240478516,.7498070001602173,.1000000014901161,.4000000059604645,21,3.32765007019043,.1696819961071014,8550.34765625,no,yes,no,214,34,21,12,1,22,5,41,10,65.87999725341797,1171999.125,55999.92578125,60000,74000.0078125,10021,7,60.70000076293945,.061839047819376
me,1987,1.779999971389771,4.400000095367432,13984,62.47216033935547,.7875000238418579,.1000000014901161,.4000000059604645,21,3.285589933395386,.1887869983911514,9069.9365234375,no,yes,no,232,36,26,12,2,34,9,26,11,59.93000030517578,1186998.375,55999.92578125,59000.12109375,72000.0234375,10766,6.199999809265137,61.5,.1128455400466919
me,1988,1.779999971389771,3.799999952316284,14538.9794921875,62.91028213500977,.7579403519630432,.1000000014901161,.4000000059604645,21,3.285589933395386,.1798260062932968,9461.3994140625,no,yes,no,255,31,25,21,3,28,4,29,6,61.77000045776367,1205001.5,55000.0234375,55999.99609375,77000.078125,11401,5.5,62.30000305175781,.0703770890831947
md,1982,2.460000038146973,8.399999618530273,15198.0908203125,61.45026016235352,.241050124168396,3.022690057754517,.3282859921455383,21,1.533679962158203,.1962790042161942,6768.09375,yes,no,no,640,182,101,43,10,90,45,92,37,175.6000061035156,4272990.5,236999.484375,234008.0625,310000.1875,28920,9.699999809265137,57.79999923706055,-.0069334884174168
md,1983,2.380000114440918,6.900000095367432,15644.4951171875,63.14654922485352,.2316513806581497,3.034090042114258,.3434140086174011,21,1.501049995422363,.2046899944543839,7118.8251953125,yes,no,no,656,167,93,47,11,69,32,102,36,177.3300018310547,4300990.5,229999.796875,231722.796875,312000.0625,30618,9.600000381469727,57.90000152587891,.0579635538160801
md,1984,2.319999933242798,5.400000095367432,16313.1865234375,64.53771209716797,.221978023648262,3.04554009437561,.3592390120029449,21,1.133939981460571,.2128629982471466,7289.48828125,yes,no,no,643,142,86,48,10,62,15,109,43,180.0700073242188,4349002,222999.625,229459.84375,314999.78125,31702,7.5,59.50000381469727,.0671132728457451
md,1985,2.259999990463257,4.599999904632568,16921.609375,64.5509033203125,.2139830589294434,3.057039976119995,.375793993473053,21,1.122840046882629,.2152969986200333,7590.40966796875,yes,no,no,729,141,85,39,6,90,32,123,41,188.8399963378906,4391989.5,216999.40625,227218.984375,315999.59375,33337,7.199999809265137,60.10000228881836,.0554242320358753
md,1986,2.130000114440918,4.5,17475.748046875,66.24410247802734,.2084623426198959,3.068579912185669,.393110990524292,21,1.107380032539368,.17603699862957,7826.70458984375,yes,no,no,784,174,106,56,13,75,27,132,55,197.0800018310547,4461009,210999.875,225000,293999.75,34915,7,60.70000076293945,.0559679754078388
md,1987,2.099999904632568,4.199999809265137,18167,66.69565582275391,.2020000070333481,3.080159902572632,.4112269878387451,21,1.091510057449341,.1703680008649826,8046.97509765625,yes,no,no,814,172,101,53,17,90,23,118,41,170.0099945068359,4534996,206999.71875,221997.484375,289000.34375,36493,6.199999809265137,61.5,.0718352422118187
md,1988,1.980000019073486,4.5,18755.533203125,66.68564605712891,.1944177150726318,3.091779947280884,.4301770031452179,21,1.091510057449341,.1723479926586151,8112.94580078125,yes,no,no,782,150,92,50,7,80,25,100,31,158.0099945068359,4621995.5,197000.078125,214001.015625,309999.65625,37498,5.5,62.30000305175781,.054407674819231
ma,1982,2.460000038146973,7.900000095367432,15215.990234375,62.05266571044922,.2863961756229401,0,.1000000014901161,20,1.811139941215515,.1906069964170456,6380.05078125,no,no,no,659,169,108,76,15,92,33,109,45,344.7699890136719,5746976,289999.96875,332032.375,445999.3125,36666,9.699999809265137,57.79999923706055,-.0017325098160654
ma,1983,2.420000076293945,6.900000095367432,15801.60546875,61.98569107055664,.2752293646335602,0,.1000000014901161,20,1.800209999084473,.1860820055007935,6510.73974609375,no,no,no,651,198,131,59,12,85,48,109,55,221.5200042724609,5766011.5,281999.8125,325323.6875,440999.15625,37541,9.600000381469727,57.90000152587891,.0677381753921509
ma,1984,2.460000038146973,4.800000190734863,16735.1640625,64.33163452148438,.2637362480163574,0,.1000000014901161,20,2.242150068283081,.1798020005226135,6646.5908203125,no,no,no,666,181,130,58,13,101,43,119,48,210.5700073242188,5798010,273999.78125,318750.5625,435000.34375,38537,7.5,59.50000381469727,.083912082016468
ma,1985,2.400000095367432,3.900000095367432,17271.185546875,64.64490509033203,.2542372941970825,0,.1000000014901161,20.5,2.310319900512695,.173664003610611,6818.29638671875,no,no,no,742,176,105,64,10,103,35,101,44,188.4299926757813,5821982,267000.40625,312310.21875,426000.375,39696,7.199999809265137,60.10000228881836,.0551131218671799
ma,1986,2.200000047683716,3.799999952316284,18145.51171875,64.45320892333984,.2476780116558075,0,.1000000014901161,21,1.80007004737854,.1709990054368973,7027.96435546875,no,no,no,752,190,123,72,27,80,29,109,47,187.3000030517578,5833979.5,265000.125,306000,386000.5625,41001,7,60.70000076293945,.0602691620588303
ma,1987,2.259999990463257,3.200000047683716,19050,65.11881256103516,.239999994635582,0,.1000000014901161,21,1.793609976768494,.1629260033369064,7225.43603515625,no,no,no,689,163,110,67,14,94,36,80,38,176.0399932861328,5855010,253999.546875,295997.75,373000.375,42305,6.199999809265137,61.5,.0745930671691895
ma,1988,2.150000095367432,3.299999952316284,20034.6484375,66.17519378662109,.2309913337230682,0,.1000000014901161,21,1.793609976768494,.1551740020513535,7358.47265625,no,no,no,725,165,106,48,9,92,37,86,34,204.2200012207031,5888994,236999.59375,273997.09375,398000.71875,43334,5.5,62.30000305175781,.0577074326574802
mi,1982,1.879999995231628,15.5,13247.0166015625,53.53864288330078,.5456539392471313,.6248099803924561,.2000000029802322,21,0,.243817999958992,6712.7431640625,yes,no,no,1392,392,225,89,24,178,84,169,81,496.1400146484375,9116988,493999.84375,517776.75,685000.875,61200,9.699999809265137,57.79999923706055,-.0806631743907928
mi,1983,1.870000004768372,14.19999980926514,13606.6513671875,54.74843978881836,.5243784189224243,.6376000046730042,.2000000029802322,21,0,.2372439950704575,6721.328125,yes,no,no,1314,345,200,110,17,163,75,179,78,492.7099914550781,9054014,473999,505932.3125,666999.5,60855,9.600000381469727,57.90000152587891,.0472308322787285
mi,1984,1.870000004768372,11.19999980926514,14317.58203125,57.24455261230469,.5024812817573547,.6506400108337402,.2000000029802322,21,0,.2437420040369034,7007.07080078125,yes,no,no,1531,334,191,122,26,174,58,196,74,547.530029296875,9057993,460000.65625,494358.8125,656001.0625,63470,7.5,59.50000381469727,.0715407729148865
mi,1985,1.840000033378601,9.899999618530273,14830.5087890625,57.69797134399414,.4843834638595581,.6639599800109863,.2000000029802322,21,0,.219419002532959,7416.576171875,yes,no,no,1545,302,165,106,19,168,53,179,64,423.760009765625,9088021,455000.0625,483050.0625,642999.0625,67402,7.199999809265137,60.10000228881836,.0466399379074574
mi,1986,1.75,8.800000190734863,15278.6376953125,58.40746688842773,.4718864560127258,.6775500178337097,.2000000029802322,21,0,.1919119954109192,7829.5234375,yes,no,no,1605,334,200,147,30,176,72,189,64,498.3099975585938,9138998,467999.34375,472000,613999.1875,71554,7,60.70000076293945,.0387384183704853
mi,1987,1.649999976158142,8.199999809265137,15418,59.94805526733398,.4572579860687256,.6914100050926208,.2000000029802322,21,0,.186720997095108,8228.9150390625,yes,no,no,1597,333,177,138,17,169,47,180,61,487.3699951171875,9199998,461000.375,463001.03125,603000.9375,75706,6.199999809265137,61.5,.0176270101219416
mi,1988,1.620000004768372,7.599999904632568,15930.7021484375,60.24684143066406,.4400943219661713,.705560028553009,.2000000029802322,21,0,.1752540022134781,8430.646484375,yes,no,no,1704,359,200,115,17,176,62,192,75,551.1300048828125,9239979,439999.375,442000.0625,599000.4375,77899,5.5,62.30000305175781,.0325749143958092
mn,1982,2.130000114440918,7.800000190734863,13781.623046875,65.08143615722656,.346062034368515,.1000000014901161,.2000000029802322,19,0,.1998330056667328,7059.263671875,yes,no,no,571,138,83,36,14,65,26,96,39,164.6000061035156,4133009,213000.09375,231810.09375,313000.28125,29176,9.699999809265137,57.79999923706055,-.0207700915634632
mn,1983,2.109999895095825,8.199999809265137,13840.5966796875,64.76499176025391,.3325687944889069,.1000000014901161,.2000000029802322,19,0,.1918209940195084,7494.07470703125,yes,no,no,555,124,75,40,13,76,27,82,32,178.5650024414063,4145008,203000.34375,226957.3125,309000.21875,31063,9.600000381469727,57.90000152587891,.0203343108296394
mn,1984,2.059999942779541,6.300000190734863,14734.06640625,67.18196105957031,.3186812996864319,.1000000014901161,.2000000029802322,19,0,.1789740025997162,7644.96630859375,yes,no,no,582,108,61,48,10,93,27,75,21,208.156005859375,4163000.75,195999.96875,222206.109375,303999.4375,31826,7.5,59.50000381469727,.0854080617427826
mn,1985,2.039999961853027,6,14983.05078125,66.97629547119141,.3072033822536469,.1000000014901161,.2000000029802322,19,0,.1751710027456284,7795.873046875,yes,no,no,608,128,81,45,9,74,29,74,29,160.4859924316406,4192987.75,192999.6875,217554.359375,293999.625,32688,7.199999809265137,60.10000228881836,.0203598756343126
mn,1986,1.779999971389771,5.300000190734863,15464.396484375,66.76154327392578,.2992776036262512,.1000000014901161,.2000000029802322,19.67000007629395,0,.1647090017795563,8053.17626953125,yes,no,no,571,121,74,50,7,89,34,63,25,162.8049926757813,4212996,196000.03125,213000,267999.5625,33928,7,60.70000076293945,.0350064635276794
mn,1987,1.809999942779541,5.400000095367432,15910,66.88555145263672,.3162499964237213,.1000000014901161,.2000000029802322,21,0,.1538829952478409,8282.359375,yes,no,no,530,113,60,58,11,55,13,63,25,141.75,4246012.5,189000.1875,206000.21875,259000.25,35167,6.199999809265137,61.5,.0363326147198677
mn,1988,1.730000019073486,4,16048.123046875,68.89848327636719,.3209817111492157,.1000000014901161,.2000000029802322,21,0,.144433006644249,8462.2548828125,yes,no,no,612,112,65,44,15,81,27,79,28,158.0769958496094,4307008,180999.953125,192002.265625,269000.28125,36447,5.5,62.30000305175781,.0391815975308418
ms,1982,1.5,11,9553.69921875,52.20507431030273,1.145942807197571,30.09000015258789,.300000011920929,21,19.87529945373535,.208188995718956,6679.40087890625,no,no,no,730,134,79,46,11,81,24,102,29,276,2566996.75,144000.203125,150960.09375,191999.984375,17146,9.699999809265137,57.79999923706055,-.0204201992601156
ms,1983,1.470000028610229,12.60000038146973,9513.76171875,50.87622833251953,1.101261496543884,30.03510093688965,.300000011920929,21,20.0310001373291,.2074359953403473,6891.98828125,yes,no,no,715,116,71,50,11,76,14,95,22,125.0530014038086,2582999.25,139000.09375,149960.171875,193999.890625,17802,9.600000381469727,57.90000152587891,.0013883621431887
ms,1984,1.419999957084656,10.80000019073486,9792.3076171875,52.06521606445313,1.055274724960327,29.98040008544922,.300000011920929,21,20,.1993280053138733,7098.5400390625,yes,no,no,679,102,65,40,6,82,27,76,14,434,2597999,135999.828125,148966.890625,194999.796875,18442,7.5,59.50000381469727,.0672458559274673
ms,1985,1.360000014305115,10.30000019073486,9797.669921875,54.20911407470703,1.076631426811218,29.92569923400879,.300000011920929,21,19.88520050048828,.1932359933853149,7321.0966796875,yes,no,no,662,102,68,37,6,72,17,101,20,379.8949890136719,2612996.5,134000.1875,147980.171875,191999.875,19130,7.199999809265137,60.10000228881836,.0024291623849422
ms,1986,1.269999980926514,11.69999980926514,9996.904296875,54.57463836669922,1.065387010574341,29.87120056152344,.300000011920929,21,18.63999938964844,.1855240017175674,7489.32373046875,yes,no,no,771,132,79,55,6,85,25,91,24,464.9769897460938,2624002,140000.046875,147000,171999.9375,19652,7,60.70000076293945,.0061582769267261
ms,1987,1.230000019073486,10.19999980926514,10303,55.08790588378906,.9603000283241272,29.81669998168945,.300000011920929,21,17.26479911804199,.1756259948015213,7684.9521484375,yes,no,no,756,119,78,48,9,85,20,95,21,464.3999938964844,2625000,138999.90625,143999.453125,167000.078125,20173,6.199999809265137,61.5,.013172771781683
ms,1988,1.230000019073486,8.399999618530273,10698.7490234375,55.4612922668457,.9242541193962097,29.76239967346191,.300000011920929,21,17.26479911804199,.1610359996557236,8413.373046875,yes,no,no,722,106,63,45,7,72,11,84,22,450,2619995.5,135000.125,130999.59375,173000.046875,22043,5.5,62.30000305175781,.048469964414835
mo,1982,1.269999980926514,9.199999809265137,12968.9736328125,56.50999450683594,.3466121852397919,14.38420009613037,.4666100144386292,21,0,.2074609994888306,7082.7587890625,no,no,no,890,220,134,79,22,120,43,122,46,337.4580078125,4942001,244999.984375,270439,356999.6875,35003,9.699999809265137,57.79999923706055,-.0207589473575354
mo,1983,1.269999980926514,9.899999618530273,13186.9267578125,56.70601272583008,.3330974876880646,14.47710037231445,.5039700269699097,21,0,.2011809945106506,7363.07373046875,no,no,no,911,227,130,64,17,102,44,112,47,351.8500061035156,4963009,235000.375,265442.46875,354999.9375,36543,9.600000381469727,57.90000152587891,.0459877699613571
mo,1984,1.269999980926514,7.199999809265137,13727.47265625,58.59957504272461,.3191879093647003,14.57069969177246,.5443199872970581,21,0,.1872390061616898,7705.44580078125,no,no,no,967,203,106,65,15,131,47,138,48,337.4349975585938,5001008.5,226999.6875,260538.265625,352000.40625,38535,7.5,59.50000381469727,.0711630284786224
mo,1985,1.350000023841858,6.400000095367432,14033.8984375,61.06405258178711,.307691752910614,14.6648998260498,.5878900289535522,21,0,.1841879934072495,7811.482421875,no,no,no,931,200,126,69,12,105,34,130,45,287.8909912109375,5029007,223999.796875,255724.671875,343999.96875,39284,7.199999809265137,60.10000228881836,.0251532327383757
mo,1986,1.370000004768372,6.099999904632568,14368.4208984375,62.4542121887207,.2997533679008484,14.75969982147217,.6349599957466125,21,0,.177047997713089,8161.9169921875,no,no,no,1129,237,138,97,24,138,57,153,52,351.6539916992188,5064006.5,232000.25,251000,311000.25,41332,7,60.70000076293945,.0272511932998896
mo,1987,1.399999976158142,6.300000190734863,14648,62.73596954345703,.290461003780365,14.85509967803955,.6858000159263611,21,0,.1637639999389648,8500.705078125,no,no,no,1044,209,126,94,16,98,23,125,38,324.7080078125,5102988.5,231000.234375,245000,304000.15625,43379,6.199999809265137,61.5,.0343547761440277
mo,1988,1.320000052452087,5.699999809265137,14871.9921875,62.76623153686523,.2795582413673401,14.95110034942627,.7407000064849854,21,0,.1515740007162094,8864.046875,no,no,no,1103,237,147,70,15,129,37,150,61,350.8670043945313,5140992.5,223000.25,225998.609375,313000.15625,45570,5.5,62.30000305175781,.0246795378625393
mt,1982,1.919999957084656,8.600000381469727,12033.4130859375,61.22449111938477,.3464474678039551,1.180699944496155,3.299999952316284,19,0,.2215449959039688,8284.4736328125,no,yes,no,254,50,32,26,8,38,12,51,9,95.54399871826172,804999.8125,41000.0234375,42323.12109375,58000.0234375,6668.99951171875,9.699999809265137,57.79999923706055,-.0431730523705482
mt,1983,1.860000014305115,8.800000190734863,11954.12890625,60.40268707275391,.3329392075538635,1.223199963569641,3.299999952316284,19,0,.2254869937896729,8800.240234375,no,yes,no,286,77,54,15,6,31,11,49,12,112.640998840332,816000.4375,40000,41466.6953125,57999.96875,7181,9.600000381469727,57.90000152587891,-.0063372850418091
mt,1984,1.75,7.400000095367432,11906.59375,62.2296142578125,.3190362453460693,1.267199993133545,3.299999952316284,19,0,.2236289978027344,8974.486328125,no,yes,no,238,44,24,20,2,41,12,24,6,91.90299987792969,822999.75,37999.984375,40627.59765625,56999.94921875,7386,7.5,59.50000381469727,-.0127104362472892
mt,1985,1.669999957084656,7.699999809265137,11669.4912109375,62.02321624755859,.3190783858299255,1.312899947166443,3.299999952316284,19,0,.2087009996175766,9167.078125,no,yes,no,223,56,32,15,7,20,12,27,10,94.60299682617188,825999.3125,37000.03515625,39805.484375,55999.984375,7572,7.199999809265137,60.10000228881836,-.0510611943900585
mt,1986,1.539999961853027,8.100000381469727,12076.3671875,62.33333206176758,.3220815360546112,1.360200047492981,3.299999952316284,19,0,.1872989982366562,9575.28125,no,yes,no,222,30,17,16,2,30,9,24,2,69.93599700927734,816999.5,37999.96484375,39000,50000,7823,7,60.70000076293945,.0265266485512257
mt,1987,1.460000038146973,7.400000095367432,12291,62.54180526733398,.3237999975681305,1.409199953079224,3.299999952316284,20.32999992370605,0,.1756650060415268,9980.2236328125,no,yes,no,234,54,32,17,3,26,12,35,10,77.86499786376953,808999.9375,36000.01953125,37000.140625,47999.9765625,8074.00048828125,6.199999809265137,61.5,-.0622297674417496
mt,1988,1.440000057220459,6.800000190734863,12383.060546875,62.91946029663086,.322910487651825,1.45990002155304,3.299999952316284,21,0,.1629199981689453,10109.3271484375,no,yes,no,198,49,35,20,2,13,3,20,7,73.125,804999.1875,34999.9765625,34000.26171875,45999.9609375,8138,5.5,62.30000305175781,-.0042574340477586
ne,1982,1.590000033378601,6.099999904632568,13192.1240234375,63.65979385375977,.3758949935436249,.6565999984741211,.4264099895954132,20,.0377399995923042,.2204799950122833,7191.82666015625,yes,no,no,261,46,25,14,4,34,9,31,9,90.44899749755859,1589999.375,77000.078125,87722.625,119001.9140625,11435,9.699999809265137,57.79999923706055,-.0392982661724091
ne,1983,1.509999990463257,5.699999809265137,12919.724609375,63.59761428833008,.3612385392189026,.6868000030517578,.4402599930763245,20,.0375900007784367,.2120739966630936,7226.7978515625,yes,no,no,255,67,29,17,6,38,19,42,16,70.90399932861328,1596004.25,73999.9140625,85724.75,117001.421875,11534,9.600000381469727,57.90000152587891,-.0244698841124773
